session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Jun24,2H,2024,1,1.3,multiple choice,1,AO1,4.6.2.2; 4.6.3.1; 4.6.3.2,"Which scientists suggested the theory of evolution by natural selection?
 Tick (ü) one box.
 Alexander Fleming and Carl Woese
 Alfred Wallace and Alexander Fleming
 Alfred Wallace and Charles Darwin
 Charles Darwin and Carl Woese",Alfred Wallace and Charles Darwin,,2,2,10,10,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/15zcUUpI8n2lTjhsZxqhpepHGJTgek5gG/view
Jun24,2H,2024,1,1.4,short answer,3,AO3,4.6.3.2; 4.7.1.1; 4.7.1.4,"The hoverfly and the wasp are insects with bright yellow and black markings.
 Figure 1 shows a hoverfly and a wasp.
 Figure 1
 The wasp has a sting to defend itself against predators.
 The hoverfly does not have a sting.
 Hoverflies and wasps live in the same habitat.
 Explain how having yellow and black markings helps the hoverfly survive.","hoverfly looks like a wasp
 predator / animal avoids wasps so it does not get stung
 (so) predator / animal does not attack / eat hoverfly","allow pattern of the markings is similar (on the hoverfly and wasp)
 ignore predator / animal thinks the hoverfly is a wasp
 allow correctly named predator
 ignore bite / harm",3,4,10,10,TRUE,Figure 1,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 1'],[],https://drive.google.com/file/d/15zcUUpI8n2lTjhsZxqhpepHGJTgek5gG/view
Jun24,2H,2024,2,2.1,short answer,3,AO3,4.2.2.1; 4.4.2.1; 4.7.1.2; 4.7.2.3,"Peat bogs are estimated to contain twice as much carbon as all the world’s forests.
 Figure 2 shows a section through part of a peat bog.
 Figure 2
 Layer A contains a lot of air.
 Layer B:
 • contains the dead remains of plants
 • has a low pH
 • contains very little oxygen
 • contains carbon dioxide and methane.
 Explain why most of the dead remains of plants in layer B do not decay.","lack of oxygen for (aerobic) respiration
 (so) less / no energy (released) (for) microorganisms / bacteria / fungi / microbes / decomposers
 OR
 low pH denatures enzymes (1)
 (so) less / no (chemical) reactions / metabolism / respiration or less / no energy released (1)
 in microorganisms / bacteria / fungi / microbes / decomposers (1)","do not accept ref to respiration in dead plants
 do not accept energy produced / made / created
 allow low pH / acidity reduces enzyme activity
 do not accept energy produced / made / created",5,5,11,11,TRUE,Figure 2,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 2'],[],https://drive.google.com/file/d/1wUwWDSHTX202n9L93ZfSf28W2YJOBStw/view
Jun24,2H,2024,2,2.2,multiple choice,1,AO2,4.7.4.3,"The peat bog in Figure 2 is a stable community.
 The moss produces biomass at a rate of 340 g/m2
 /year.
 What is the approximate biomass of the moss that becomes biomass in primary 
 consumers? 
 Tick (ü) one box.
 0.34 g/m2
 /year
 3.4 g/m2
 /year
 34 g/m2
 /year
 340 g/m2
 /year",34 g/m²/year,,5,6,11,11,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1wUwWDSHTX202n9L93ZfSf28W2YJOBStw/view
Jun24,2H,2024,2,2.3,multiple choice,1,AO1,4.6.1.5; 4.7.1.2; 4.7.1.4,"The sundew plant shown in Figure 2 on page 4 has leaves with sticky hairs that 
 trap and digest insects.
 Digestion of the insects releases phosphates and simple compounds of nitrogen that 
 are used by the sundew plant.
 What substance can the sundew plant make using the phosphates? 
 Tick (ü) one box.
 Cellulose
 DNA
 Glycerol
 Starch",DNA,,6,6,11,11,TRUE,Figure 2,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 2'],[],https://drive.google.com/file/d/1wUwWDSHTX202n9L93ZfSf28W2YJOBStw/view
Jun24,2H,2024,2,2.4,multiple choice,1,AO1,4.4.1.1; 4.4.2.1; 4.4.2.3; 4.7.1.2; 4.7.1.4,"What substance can the sundew plant make using the nitrogen? 
 Tick (ü) one box.
 Fatty acid
 Glucose
 Lactic acid
 Protein",protein,,6,7,11,11,TRUE,Figure 2,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 2'],[],https://drive.google.com/file/d/1wUwWDSHTX202n9L93ZfSf28W2YJOBStw/view
Jun24,2H,2024,2,2.5,extended response,4,AO3,4.4.2.1; 4.7.2.3; 4.7.3.3; 4.7.3.5,"Humans have destroyed large areas of peat bog to collect peat.
 The peat provides fuel and provides compost for gardeners to use.
 The peat comes from layer B in Figure 2 on page 4.
 Layer B:
 • contains the dead remains of plants
 • has a low pH
 • contains very little oxygen
 • contains carbon dioxide and methane.
 Figure 3 shows the removal of peat from a peat bog.
 Figure 3
 Explain how the destruction of peat bogs and the use of peat affects the temperature 
 of the Earth’s atmosphere.","increase in temperature
 (because) carbon dioxide is released (from the peat bog)
 (because) carbon dioxide is produced by burning / decay of peat
 (because) methane is released (from the peat bog)","allow global warming
 allow heat (energy) is trapped
 ignore reference to greenhouse gases
 ignore methane is released from burning / decay of peat
 allow fewer plants to take in carbon dioxide (for photosynthesis)",7,8,11,11,TRUE,"Figure 3, Figure 2",FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,"['Figure 3', 'Figure 2']",[],https://drive.google.com/file/d/1wUwWDSHTX202n9L93ZfSf28W2YJOBStw/view
Jun24,2H,2024,3,3.1,short answer,1,AO3,4.7.2.1; RPA9,"Frogs are animals that lay their eggs in water. The eggs hatch as tadpoles.
 Students investigated the number of tadpoles in a pond for 8 weeks.
 This is the method used.
 1. Collect 10 dm3 of pond water in a bucket.
 2. Count the number of tadpoles collected.
 3. Put the tadpoles back into the pond.
 4. Repeat steps 1 to 3 another three times in different parts of the pond.
 5. Repeat steps 1 to 4 at intervals for 8 weeks.
 Suggest one improvement to the method.","any one from:
 • collect more samples each time
 • collect samples more frequently
 • use a bigger bucket / sample
 • do not return tadpoles until after the fourth sample
 • sample at the same time of day
 • randomise collecting positions
 • collect at range of depths
 • standardised sweeps with a net instead of a bucket","allow suggested time interval
 allow a method to avoid double counting tadpoles",9,9,12,12,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/16ydWY3JBNiRiAnJdglM6NhVdQ3pXNGO0/view
Jun24,2H,2024,3,3.2,calculation,1,AO2,4.7.2.1; RPA9,"Table 1 shows the results.
 Table 1
 | Sample number | Number of tadpoles in each sample | | | | | |
 |---|---|---|---|---|---|---|
 | | 0 weeks | 1 week | 2 weeks | 3 weeks | 5 weeks | 8 weeks |
 | 1 | 11 | 17 | 8 | 9 | 5 | 0 |
 | 2 | 15 | 11 | 12 | 7 | 0 | 5 |
 | 3 | 23 | 16 | 14 | 10 | 7 | 3 |
 | 4 | 11 | 14 | 16 | X | 4 | 4 |
 | Totals | 60 | 58 | 50 | 32 | 16 | 12 |
 Value X is the number of tadpoles in sample 4, at 3 weeks.
 Calculate value X. 
 Value X = ____",6,"if no answer on line, allow answer in Table 1",10,10,12,12,FALSE,,TRUE,Table 1,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],['Table 1'],https://drive.google.com/file/d/16ydWY3JBNiRiAnJdglM6NhVdQ3pXNGO0/view
Jun24,2H,2024,3,3.3,table completion,4,AO2,4.7.2.1; RPA9,"Complete Figure 4 to show how the total number of tadpoles changed over the 
 8 weeks.
 You should:
 • label the x-axis
 • use a suitable scale for the x-axis
 • plot the data for the total numbers of tadpoles from Table 1
 • draw a line of best fit.
 Figure 4","correct linear scale and axis labelled weeks
 all points plotted correctly
 curved line of best fit","scale must use at least half available space
 allow a tolerance of ±½ small square
 allow 4 or 5 correct plots for 1 mark
 ignore line drawn point to point",11,11,12,12,TRUE,Figure 4,TRUE,Table 1,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 4'],['Table 1'],https://drive.google.com/file/d/16ydWY3JBNiRiAnJdglM6NhVdQ3pXNGO0/view
Jun24,2H,2024,3,3.4,calculation,3,AO2,4.7.2.1,"After 0 weeks, no more tadpoles hatched in the pond.
 Calculate the percentage of the tadpoles that would still be found in the pond at 
 4 weeks compared with 0 weeks.
 Use information from Figure 4.
 Percentage of tadpoles found at 4 weeks = ____ %","correct value at 0 and 4 weeks from line on student’s graph, eg 60 and 22
 correct calculation eg
 22/60 × 100 = 36.7","allow a tolerance of ± ½ small square
 allow 37 or 36.6...
 allow correct calculation using values from the student’s graph
 if no line drawn on Figure allow a calculation based on values of 60 and 24 for up to full marks
 if line drawn on Figure but data from table used (60 and 24) only mp2 and mp3 can be awarded",11,12,12,12,TRUE,Figure 4,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 4'],[],https://drive.google.com/file/d/16ydWY3JBNiRiAnJdglM6NhVdQ3pXNGO0/view
Jun24,2H,2024,3,3.5,short answer,2,AO2,4.7.1.2; 4.7.1.3,"After 4 weeks many of the tadpoles had died.
 Suggest two reasons why the tadpoles died.
 1
 2","any two from:
 • disease / (named) pathogens
 • being eaten or predators
 • lack of food
 • low oxygen (concentration in water)
 • change in temperature
 • change in pH
 • (some of the) pond dried out
 • toxic chemical","allow competition for food
 ignore competition unqualified
 allow eutrophication
 allow lack of space
 allow named example such as sewage / fertiliser
 ignore pollution
 ignore waste",12,12,12,12,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/16ydWY3JBNiRiAnJdglM6NhVdQ3pXNGO0/view
Jun24,2H,2024,4,4.1,short answer,1,AO3,4.5.4.1; RPA8,"A student investigated the effect of gravity on the growth of bean seedlings.
 The student put ink marks on the root of each bean seedling.
 Figure 5 shows a bean seedling with ink marks.
 Figure 5
 The student set up apparatus A and apparatus B.
 Figure 6 shows both sets of apparatus.
 Figure 6
 The student left both sets of apparatus in a dark cupboard for 24 hours.
 Give the reason why the student placed both sets of apparatus in the dark.","to prevent (direction of) light affecting the results
 or
 to prevent (direction of) light affecting growth (of roots)","allow to prevent phototropism
 ignore ref to shoot
 allow so only gravity affects results / growth
 ignore as a control variable",15,15,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.2,multiple choice,2,AO3,4.5.4.1; RPA8,"What are two reasons for surrounding the seedlings with damp blotting paper?
 Tick (ü) two boxes.
 To prevent photosynthesis in the roots
 To prevent the growth of mould on the roots
 To prevent water affecting the direction of root growth
 To provide enough water for root growth
 To provide the roots with mineral ions","to prevent water affecting the direction of root growth
 to provide enough water for root growth",,15,15,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.3,short answer,2,AO3,4.5.4.1; RPA8,"Apparatus B is a control.
 Explain why apparatus B is needed.","to compare (with apparatus A)
 (so) it shows that gravity caused the results in apparatus A
 or
 (because) gravity acted equally in all directions (in apparatus B)
 or
 to cancel out the (one-sided) effect of gravity","allow to see the difference (between B and A)
 ignore reference to auxin
 ignore to cancel out gravity",15,16,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.4,extended response,3,AO2,4.5.4.1; RPA8,"Figure 7 shows one seedling from apparatus A at the start of the investigation and 
 after 24 hours.
 The drawing of the seedling after 24 hours is not complete.
 Figure 7
 Complete Figure 7 to show:
 • the appearance of the root after 24 hours
 • the ink marks on the root after 24 hours.","root drawn bending downwards
 root drawn longer than at start
 ink marks spread out in bent region","do not accept ink marks spread out before the bend
 example:",16,17,13,13,TRUE,Figure 7,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 7'],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.5,short answer,1,AO2,4.5.4.1; RPA8,"Figure 6 is repeated below.
 Figure 6
 The student left both sets of apparatus in a dark cupboard for 24 hours.
 Describe how a root from apparatus B would look different from the root you drew 
 in Question 04.4.",(in B) horizontal,"allow (grows) straight (out)
 allow not bent (at all)",17,17,13,13,TRUE,Figure 6,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 6'],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.6,extended response,2,AO1,4.5.4.1; RPA8,"Auxin is a plant hormone.
 Explain how auxin causes the results in apparatus A.","uneven distribution of auxin
 (so) upper side grows faster / more (than lower)","allow more auxin on the lower side
 ignore more auxin on upper side
 allow lower side grows slower / less (than upper)",17,18,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.7,short answer,2,AO1,4.5.4.2,"Farmers can use plant hormones to control the growth of plants.
 Give two uses of auxin.
 1
 2","any two from:
 • weed killers
 • rooting (powders)
 • (promoting) growth in tissue culture","allow to grow plants from cuttings
 ignore reference to shoots
 allow inhibiting lateral buds",18,18,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,4,4.8,short answer,2,AO2,4.5.4.2,"A farmer sprayed an apple tree with gibberellin.
 Suggest two reasons why the farmer sprayed the apple tree with gibberellin.
 1
 2","any two from:
 • promote / start / initiate / force flowering
 • more fruit
 • bigger fruits","allow to grow more flowers
  if neither given allow bigger yield (of apples)
 allow idea of fruits ripening simultaneously",18,19,13,13,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1WE1djTOCqCx8CNOgse7_pVzzRuP-UjZl/view
Jun24,2H,2024,5,5.1,short answer,2,AO3,4.5.2.1; RPA7,"The human body has two coordination systems:
 • the nervous system
 • the endocrine system.
 Two students investigated human reaction time.
 Student A held a metre rule above student B’s hand. 
 Student A then released the metre rule and student B caught the rule as quickly as 
 possible.
 Figure 8 shows the method used.
 Figure 8
 Suggest two ways to improve the students’ method for measuring 
 human reaction time.
 1
 2","any two from:
 • same starting position of rule(r)
 • more precise scale
 • repeat and calculate mean
 or
 repeat and eliminate anomalies
 • convert distance to time
 • student (B) rests hand / arm on table","allow ensure the starting position of rule(r) is at 0cm
 allow other control variables
 allow two control variables for 2 marks
 allow rule(r) with mm scale
 ignore more accurate scale",20,21,14,14,TRUE,Figure 8,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 8'],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,5,5.2,short answer,2,AO1,4.5.2.1; 4.5.3.1,"Student B’s reaction is coordinated by the nervous system.
 Give two ways that coordination by the endocrine system is different from 
 coordination by the nervous system.
 1
 2","any two from:
 endocrine system:
 • (hormones) via blood
 • chemical transmission
 • slower
 • longer-lasting","allow converse if clearly referring to nervous system
 allow not via neurones / cells
 allow not (electrical) impulses
 allow not electrical signals
 ignore messages
 ignore hormones
  
  answers must be comparative
 ignore reference to target organs",21,22,14,14,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,5,5.3,short answer,1,AO1,4.5.3.1; 4.5.3.7,"Figure 9 shows endocrine glands in a female.
 Figure 9
 Name one hormone produced by gland A.",thyroxine,"do not accept thyroxide
 ignore reference to TSH / TRH",22,22,14,14,TRUE,Figure 9,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 9'],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,5,5.4,short answer,1,AO1,4.5.3.1; 4.5.3.2,Name one hormone produced by gland B.,"any one from:
 • insulin
 • glucagon",,22,22,14,14,TRUE,Figure 9,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 9'],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,5,5.5,short answer,2,AO1,4.5.3.7,"The adrenal gland produces the hormone adrenaline.
 Describe two effects of adrenaline on the human body.
 1
 2","any two from:
 • increases heart rate
 • increases breathing rate
 • increases oxygen delivery to cells / tissues / organs
 • increases glucose delivery to cells / tissues / organs
 • increases respiration / metabolism
 • increases sweat(ing)","allow increases blood flow
 allow examples of cells / tissues / organs
 allow increases energy release
 do not accept energy produced / made / created
 allow dilation of pupils
 allow vasoconstriction in skin or
 vasoconstriction in digestive system
 allow raises blood sugar / glucose level or increase
 conversion of glycogen to glucose
 allow vasodilation in (skeletal) muscles / brain
 allow increased blood pressure
 allow slows digestion
 allow other correct effects of adrenaline
 if no other marks awarded allow 1 mark for prepares for ‘fight or flight’",22,23,14,14,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,5,5.6,extended response,6,AO1,4.5.3.4; 4.5.3.5,"Hormones can be used for controlling human reproduction.
 Explain the use of hormones in:
 • contraception
 • the treatment of infertility.","Level 3: Relevant points (reasons / causes) are identified, given in detail and logically linked to form a clear account.
 Level 2: Relevant points (reasons / causes) are identified, and there are attempts at logical linking. The resulting account is not fully clear.
 Level 1: Points are identified and stated simply, but their relevance is not clear and there is no attempt at logical linking.
 No relevant content 0
 Indicative content
 contraception:
 • use of hormones oestrogen and progesterone or progesterone (only)
 o inhibition of FSH (production / release)
 - lack of FSH prevents follicle / egg development / maturation
 - therefore there is no egg to fertilise
 o inhibition of LH (production / release)
 - lack of LH prevents ovulation
 - therefore there is no egg to fertilise
 • contraceptive methods include oral contraceptive pill, injection, implant, skin patch, IUD / IUS with hormones
 treatment of infertility:
 • use of FSH
 o (FSH) stimulates maturation of (several) egg(s) / follicle(s)
 - (FSH) increases number of eggs matured
 • use of LH
 o (LH) stimulates ovulation
 - (LH) allows eggs / follicles to be collected (from ovary)
 - (so) increased chance of fertilising an egg
 - IVF and insertion of embryo(s) into uterus
 • use of progesterone
 o (to) maintain uterus lining
 - increased chance of implantation
 For Level 3, details of both contraception and infertility treatment are required.",,23,24,14,14,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/12Zv4KEWPL9mb9GZC2NZ_lky5V757hG53/view
Jun24,2H,2024,6,6.1,short answer,1,AO1,4.6.1.6,"Some human disorders are inherited.
 Polydactyly is an inherited disorder. 
 • A person with polydactyly has extra fingers or toes.
 • Polydactyly is caused by a dominant allele.
 What is a dominant allele?","(an allele) that is always expressed
 or
 (an allele) that is expressed even when the other / recessive allele is present
 or
 (an allele) that is expressed in the heterozygote
 or
 (an allele) that is expressed when only one copy is present","allow always shows in the phenotype
 ignore stronger",24,24,15,15,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/13HaOyXUTkxtDm8cUQr2qC_cDYU3c-v50/view
Jun24,2H,2024,6,6.2,short answer,2,AO3,4.6.1.6; 4.6.1.7,"Figure 10 shows the inheritance of polydactyly in one family.
 Figure 10
 In questions 06.2 and 06.3, use the following symbols:
  D = allele for having polydactyly
  d = allele for not having polydactyly.
 Person 1 is heterozygous.
 Explain how Figure 10 shows that person 1 is heterozygous.","(person 1) has polydactyly so must have D
 has offspring / (person) 5 who does not have polydactyly so must have d from person 1
 or
 person 5 does not have polydactyly so must be dd and must inherit d from person 1","allow an annotated genetic diagram for up to 2 marks
 allow (person 1) has polydactyly so must have a dominant allele",25,25,15,15,TRUE,Figure 10,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 10'],[],https://drive.google.com/file/d/13HaOyXUTkxtDm8cUQr2qC_cDYU3c-v50/view
Jun24,2H,2024,6,6.3,extended response,4,AO2,4.6.1.6; 4.6.1.7,"Persons 6 and 7 are expecting a fourth child.
 A doctor states that the probability of having a child with polydactyly is 0.5
 Explain how the doctor determined this probability.
 You should:
 • draw a Punnett square diagram
 • give the genotype of person 6 and the genotype of person 7
 • identify all the offspring that will have polydactyly.","Female / 6’s gametes correct D + d
 Male / 7’s gametes correct d + d
 correct derivation of offspring genotypes: Dd Dd dd dd
 Dd correctly identified as polydactyly in only half of offspring","allow 1 mark for both sets of gametes if parents not identified
 derivation must be consistent with parental gametes
 mp4 only awarded if mp3 is correct",25,26,15,15,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/13HaOyXUTkxtDm8cUQr2qC_cDYU3c-v50/view
Jun24,2H,2024,6,6.4,extended response,4,AO1,4.6.1.6; 4.6.1.7,"Cystic fibrosis (CF) is another inherited disorder caused by a mutation.
 The mutation occurs in a gene called CFTR.
 For the CFTR gene, one allele in every 50 in the UK population is the cystic fibrosis 
 allele.
 Explain why only one person in 2500 in the UK population has cystic fibrosis.","CF allele is recessive
 to have CF, must have 2 CF alleles
 chance of having one CF allele is 1/50
 (chance of having two CF alleles is)
 1/50 × 1/50 = 1/2500","allow CF is recessive
 ignore chance of having one CF allele is one in 50
 ignore 50 × 50 = 2500",26,27,15,15,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/13HaOyXUTkxtDm8cUQr2qC_cDYU3c-v50/view
Jun24,2H,2024,7,7.1,calculation,5,AO2,4.7.2.1; 4.7.4.3; 4.7.5.2,"Farmers can increase the growth rate of farm animals by controlling the 
 animals’ diets.
 A farmer has 1000 chickens.
 • The farmer feeds the chickens on seeds from maize plants.
 • 1 hectare of land produces 16.4 tonnes of maize seeds.
 • The maize seeds have an energy content of 16 MJ per kg.
 • Chickens can use 80% of the energy in maize seeds.
 • Each chicken needs 46 MJ of energy to grow to full size.
 Calculate the area of land needed to provide enough energy from maize seeds for 
 1000 chickens to grow to full size.
 Give your answer in m2. 
 Give your answer to 3 significant figures.
 1 hectare = 10 000 m2
 1 tonne = 1000 kg
 Area of land (3 significant figures) = ____ m2","46 000 or 16 400 or 12.8 or 0.8
 46 000 and 16 400
 or
 262 400
 46 000 and 209 920
 or
 3593.75
 2191.3
 or
 2190
 46 000 / 10 000 = 4.6
 209 920 / 3593.75 = 58.4
 16 400",,27,28,16,16,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
Jun24,2H,2024,7,7.2,table completion,3,AO2,4.7.4.2,"Another farmer produced 4200 kg of maize seeds in a field.
 The farmer fed the maize to 1000 chickens.
 At full size, the mean mass of one chicken was 2.2 kg.
 Complete Figure 11 to show a pyramid of biomass for the food chain from the maize 
 seeds to 1000 chickens.
 You should:
 • label the x-axis
 • use a suitable scale.
 Figure 11","suitable scale, symmetrical around 0
 labels for x-axis and for bars
 correct values plotted:
 chickens 2200
 maize 4200","(biomass in) kg
 (bars) maize and chickens
 allow a tolerance of ±½ small square
 ignore height of bars",28,29,16,16,TRUE,Figure 11,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,['Figure 11'],[],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
Jun24,2H,2024,7,7.3,calculation,2,AO2,4.7.4.2,"Use data from Question 07.2.
 Calculate the ratio of chicken biomass to maize seed biomass. 
 Give your answer in its simplest form.
 Ratio = ____ :","2200/4200 = 0.5238… : 1
 or
 11 : 21
 or
 1 : 1.9",allow rounded value,29,29,16,16,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
Jun24,2H,2024,7,7.4,short answer,1,AO1,4.7.4.3,"Chickens can use 80% of the biomass from the maize seeds they eat for respiration 
 and growth.
 What happens to the remaining 20% of the biomass in the maize seeds?",lost via egestion / faeces,"ignore urine / excretion / waste
 ignore not digested
 do not accept respiration
 do not accept not eaten
 do not accept movement or as heat or for keeping warm",29,30,16,16,FALSE,,FALSE,,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],[],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
Jun24,2H,2024,7,7.5,multiple choice,1,AO3,4.4.2.3; 4.7.5.2,"Protein is an important part of a chicken’s diet. 
 • Proteins contain 20 different types of amino acid.
 • A chicken can make many of the 20 amino acids from other substances in the diet.
 • Essential amino acids are amino acids the chicken cannot make.
 • Essential amino acids must be included in the diet.
 Maize seeds contain protein but the proportion of some essential amino acids is low.
 Scientists have produced a type of maize called Quality Protein Maize (QPM).
 Table 2 compares the proportions of seven essential amino acids in normal maize 
 seeds and in QPM seeds.
 Table 2
 | Amino acid | Mass of amino acid in protein in g/kg | |
 |---|---|---|
 | | Normal maize | Quality protein maize (QPM) |
 | Leucine | 122.2 | 88.1 |
 | Lysine | 28.9 | 41.9 |
 | Methionine | 19.9 | 18.1 |
 | Phenylalanine | 49.4 | 40.9 |
 | Threonine | 34.5 | 36.5 |
 | Tryptophan | 7.3 | 16.3 |
 | Valine | 45.9 | 51.2 |
 Which amino acids are found in significantly higher proportions in the QPM seeds?
 Tick (ü) one box.
 Lysine and tryptophan
 Lysine and valine
 Threonine and tryptophan
 Threonine and valine",lysine and tryptophan,,31,31,16,16,FALSE,,TRUE,Table 2,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],['Table 2'],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
Jun24,2H,2024,7,7.6,short answer,1,AO3,4.4.2.3; 4.7.5.2,"Table 2 shows that 1 kg of QPM contains less leucine than 1 kg of normal maize.
 Suggest why a diet containing less leucine does not slow down the growth 
 of chickens.","any one from:
 • chickens need low amounts of leucine (for growth)
 • (chicken) proteins contain low amount / proportion of leucine",do not accept leucine is not needed (for growth),31,32,16,16,FALSE,,TRUE,Table 2,AQA-84612H-QP-JUN24.PDF,AQA-84612H-MS-JUN24.PDF,[],['Table 2'],https://drive.google.com/file/d/1bkIFpggW9rrvSsSrk3R9peIPlC9ZeLoq/view
